Date (mm/dd/yy),Time,Pressure (Torr),time_in_mm
01/07/2022,12:57:43,900.0,2.4166666666667425
01/07/2022,12:57:46,900.0,2.466666666666697
01/07/2022,12:57:49,900.0,2.516666666666765
01/07/2022,12:57:52,900.0,2.5666666666667197
01/07/2022,12:57:55,900.0,2.6166666666666742
01/07/2022,12:57:57,900.0,2.650000000000091
01/07/2022,12:58:00,900.0,2.7000000000000455
01/07/2022,12:58:03,900.0,2.75
01/07/2022,12:58:06,900.0,2.800000000000068
01/07/2022,12:58:09,900.0,2.8500000000000227
01/07/2022,12:58:11,900.0,2.8833333333333258
01/07/2022,12:58:14,900.0,2.933333333333394
01/07/2022,12:58:17,900.0,2.9833333333333485
01/07/2022,12:58:20,900.0,3.0333333333334167
01/07/2022,12:58:23,900.0,3.0833333333333712
01/07/2022,12:58:25,900.0,3.1166666666666742
01/07/2022,12:58:28,900.0,3.1666666666667425
01/07/2022,12:58:31,900.0,3.216666666666697
01/07/2022,12:58:34,900.0,3.266666666666765
01/07/2022,12:58:37,900.0,3.3166666666667197
01/07/2022,12:58:39,900.0,3.3500000000000227
01/07/2022,12:58:42,900.0,3.400000000000091
01/07/2022,12:58:45,900.0,3.4500000000000455
01/07/2022,12:58:48,900.0,3.5
01/07/2022,12:58:51,900.0,3.550000000000068
01/07/2022,12:58:53,900.0,3.5833333333333712
01/07/2022,12:58:56,900.0,3.6333333333333258
01/07/2022,12:58:59,900.0,3.683333333333394
01/07/2022,12:59:02,900.0,3.7333333333333485
01/07/2022,12:59:05,900.0,3.7833333333334167
01/07/2022,12:59:07,900.0,3.8166666666667197
01/07/2022,12:59:10,900.0,3.8666666666666742
01/07/2022,12:59:13,900.0,3.9166666666667425
01/07/2022,12:59:16,900.0,3.966666666666697
01/07/2022,12:59:19,900.0,4.016666666666765
01/07/2022,12:59:21,900.0,4.050000000000068
01/07/2022,12:59:24,900.0,4.100000000000023
01/07/2022,12:59:27,900.0,4.150000000000091
01/07/2022,12:59:30,900.0,4.2000000000000455
01/07/2022,12:59:33,900.0,4.25
01/07/2022,12:59:35,900.0,4.283333333333417
01/07/2022,12:59:38,900.0,4.333333333333371
01/07/2022,12:59:41,900.0,4.383333333333326
01/07/2022,12:59:44,900.0,4.433333333333394
01/07/2022,12:59:47,900.0,4.4833333333333485
01/07/2022,12:59:49,900.0,4.516666666666765
01/07/2022,12:59:52,900.0,4.56666666666672
01/07/2022,12:59:55,900.0,4.616666666666674
01/07/2022,12:59:58,900.0,4.6666666666667425
01/07/2022,13:00:01,900.0,4.716666666666697
01/07/2022,13:00:03,900.0,4.75
01/07/2022,13:00:06,900.0,4.800000000000068
01/07/2022,13:00:09,900.0,4.850000000000023
01/07/2022,13:00:12,900.0,4.900000000000091
01/07/2022,13:00:15,900.0,4.9500000000000455
01/07/2022,13:00:17,900.0,4.9833333333333485
01/07/2022,13:00:20,900.0,5.033333333333417
01/07/2022,13:00:23,900.0,5.083333333333371
01/07/2022,13:00:26,900.0,5.133333333333326
01/07/2022,13:00:29,900.0,5.183333333333394
01/07/2022,13:00:31,900.0,5.216666666666697
01/07/2022,13:00:34,900.0,5.266666666666765
01/07/2022,13:00:37,900.0,5.31666666666672
01/07/2022,13:00:40,900.0,5.366666666666674
01/07/2022,13:00:43,900.0,5.4166666666667425
01/07/2022,13:00:45,900.0,5.4500000000000455
01/07/2022,13:00:48,900.0,5.5
01/07/2022,13:00:51,900.0,5.550000000000068
01/07/2022,13:00:54,900.0,5.600000000000023
01/07/2022,13:00:57,900.0,5.650000000000091
01/07/2022,13:00:59,900.0,5.683333333333394
01/07/2022,13:01:02,900.0,5.7333333333333485
01/07/2022,13:01:05,900.0,5.783333333333417
01/07/2022,13:01:08,900.0,5.833333333333371
01/07/2022,13:01:11,900.0,5.883333333333326
01/07/2022,13:01:13,900.0,5.9166666666667425
01/07/2022,13:01:16,900.0,5.966666666666697
01/07/2022,13:01:19,900.0,6.016666666666765
01/07/2022,13:01:22,900.0,6.06666666666672
01/07/2022,13:01:25,900.0,6.116666666666674
01/07/2022,13:01:27,900.0,6.150000000000091
01/07/2022,13:01:30,900.0,6.2000000000000455
01/07/2022,13:01:33,900.0,6.25
01/07/2022,13:01:36,900.0,6.300000000000068
01/07/2022,13:01:39,900.0,6.350000000000023
01/07/2022,13:01:41,900.0,6.383333333333326
01/07/2022,13:01:44,900.0,6.433333333333394
01/07/2022,13:01:47,900.0,6.4833333333333485
01/07/2022,13:01:50,900.0,6.533333333333417
01/07/2022,13:01:53,900.0,6.583333333333371
01/07/2022,13:01:56,900.0,6.633333333333326
01/07/2022,13:01:59,900.0,6.683333333333394
01/07/2022,13:02:02,900.0,6.7333333333333485
01/07/2022,13:02:05,900.0,6.783333333333417
01/07/2022,13:02:08,900.0,6.833333333333371
01/07/2022,13:02:10,900.0,6.866666666666674
01/07/2022,13:02:13,900.0,6.9166666666667425
01/07/2022,13:02:16,900.0,6.966666666666697
01/07/2022,13:57:33,900.0,62.25
01/07/2022,13:57:36,900.0,62.30000000000007
01/07/2022,13:57:39,900.0,62.35000000000002
01/07/2022,13:57:42,900.0,62.40000000000009
01/07/2022,13:57:45,900.0,62.450000000000045
01/07/2022,13:57:47,900.0,62.48333333333335
01/07/2022,13:57:50,900.0,62.53333333333342
01/07/2022,13:57:53,900.0,62.58333333333337
01/07/2022,13:57:56,900.0,62.633333333333326
01/07/2022,13:57:58,900.0,62.66666666666674
01/07/2022,13:58:01,900.0,62.7166666666667
01/07/2022,13:58:04,900.0,62.766666666666765
01/07/2022,13:58:07,900.0,62.81666666666672
01/07/2022,13:58:10,900.0,62.866666666666674
01/07/2022,13:58:13,900.0,62.91666666666674
01/07/2022,13:58:16,900.0,62.9666666666667
01/07/2022,13:58:19,900.0,63.016666666666765
01/07/2022,13:58:22,900.0,63.06666666666672
01/07/2022,13:58:24,900.0,63.10000000000002
